English,Braille
happy good sad stay think white dream morning,⠓⠁⠏⠏⠽ ⠛⠕⠕⠙ ⠎⠁⠙ ⠎⠞⠁⠽ ⠞⠓⠊⠝⠅ ⠺⠓⠊⠞⠑ ⠙⠗⠑⠁⠍ ⠍⠕⠗⠝⠊⠝⠛
smile touch send walk happy sad wish stand,⠎⠍⠊⠇⠑ ⠞⠕⠥⠉⠓ ⠎⠑⠝⠙ ⠺⠁⠇⠅ ⠓⠁⠏⠏⠽ ⠎⠁⠙ ⠺⠊⠎⠓ ⠎⠞⠁⠝⠙
stay take today hold,⠎⠞⠁⠽ ⠞⠁⠅⠑ ⠞⠕⠙⠁⠽ ⠓⠕⠇⠙
wish hate write sun stand today slow,⠺⠊⠎⠓ ⠓⠁⠞⠑ ⠺⠗⠊⠞⠑ ⠎⠥⠝ ⠎⠞⠁⠝⠙ ⠞⠕⠙⠁⠽ ⠎⠇⠕⠺
dark morning laugh you take come hate send,⠙⠁⠗⠅ ⠍⠕⠗⠝⠊⠝⠛ ⠇⠁⠥⠛⠓ ⠽⠕⠥ ⠞⠁⠅⠑ ⠉⠕⠍⠑ ⠓⠁⠞⠑ ⠎⠑⠝⠙
walk run stay hate,⠺⠁⠇⠅ ⠗⠥⠝ ⠎⠞⠁⠽ ⠓⠁⠞⠑
dream red fast blue,⠙⠗⠑⠁⠍ ⠗⠑⠙ ⠋⠁⠎⠞ ⠃⠇⠥⠑
run dream dream laugh read close,⠗⠥⠝ ⠙⠗⠑⠁⠍ ⠙⠗⠑⠁⠍ ⠇⠁⠥⠛⠓ ⠗⠑⠁⠙ ⠉⠇⠕⠎⠑
you yellow laugh you fast slow green stay,⠽⠕⠥ ⠽⠑⠇⠇⠕⠺ ⠇⠁⠥⠛⠓ ⠽⠕⠥ ⠋⠁⠎⠞ ⠎⠇⠕⠺ ⠛⠗⠑⠑⠝ ⠎⠞⠁⠽
bring dark close today think fast laugh,⠃⠗⠊⠝⠛ ⠙⠁⠗⠅ ⠉⠇⠕⠎⠑ ⠞⠕⠙⠁⠽ ⠞⠓⠊⠝⠅ ⠋⠁⠎⠞ ⠇⠁⠥⠛⠓
run are how sad world close sad,⠗⠥⠝ ⠁⠗⠑ ⠓⠕⠺ ⠎⠁⠙ ⠺⠕⠗⠇⠙ ⠉⠇⠕⠎⠑ ⠎⠁⠙
today green morning laugh read are are,⠞⠕⠙⠁⠽ ⠛⠗⠑⠑⠝ ⠍⠕⠗⠝⠊⠝⠛ ⠇⠁⠥⠛⠓ ⠗⠑⠁⠙ ⠁⠗⠑ ⠁⠗⠑
morning stand dark feel,⠍⠕⠗⠝⠊⠝⠛ ⠎⠞⠁⠝⠙ ⠙⠁⠗⠅ ⠋⠑⠑⠇
read take fast love stand,⠗⠑⠁⠙ ⠞⠁⠅⠑ ⠋⠁⠎⠞ ⠇⠕⠧⠑ ⠎⠞⠁⠝⠙
are white touch run laugh slow blue sun,⠁⠗⠑ ⠺⠓⠊⠞⠑ ⠞⠕⠥⠉⠓ ⠗⠥⠝ ⠇⠁⠥⠛⠓ ⠎⠇⠕⠺ ⠃⠇⠥⠑ ⠎⠥⠝
sad write bright yellow wish,⠎⠁⠙ ⠺⠗⠊⠞⠑ ⠃⠗⠊⠛⠓⠞ ⠽⠑⠇⠇⠕⠺ ⠺⠊⠎⠓
yellow love night open,⠽⠑⠇⠇⠕⠺ ⠇⠕⠧⠑ ⠝⠊⠛⠓⠞ ⠕⠏⠑⠝
touch feel sad are send,⠞⠕⠥⠉⠓ ⠋⠑⠑⠇ ⠎⠁⠙ ⠁⠗⠑ ⠎⠑⠝⠙
laugh bright sun jump,⠇⠁⠥⠛⠓ ⠃⠗⠊⠛⠓⠞ ⠎⠥⠝ ⠚⠥⠍⠏
go take world feel yellow jump dark wish,⠛⠕ ⠞⠁⠅⠑ ⠺⠕⠗⠇⠙ ⠋⠑⠑⠇ ⠽⠑⠇⠇⠕⠺ ⠚⠥⠍⠏ ⠙⠁⠗⠅ ⠺⠊⠎⠓
hello dark walk see black,⠓⠑⠇⠇⠕ ⠙⠁⠗⠅ ⠺⠁⠇⠅ ⠎⠑⠑ ⠃⠇⠁⠉⠅
take write blue moon write run,⠞⠁⠅⠑ ⠺⠗⠊⠞⠑ ⠃⠇⠥⠑ ⠍⠕⠕⠝ ⠺⠗⠊⠞⠑ ⠗⠥⠝
bright happy black laugh see love hold blue,⠃⠗⠊⠛⠓⠞ ⠓⠁⠏⠏⠽ ⠃⠇⠁⠉⠅ ⠇⠁⠥⠛⠓ ⠎⠑⠑ ⠇⠕⠧⠑ ⠓⠕⠇⠙ ⠃⠇⠥⠑
hello hate write smile write,⠓⠑⠇⠇⠕ ⠓⠁⠞⠑ ⠺⠗⠊⠞⠑ ⠎⠍⠊⠇⠑ ⠺⠗⠊⠞⠑
dream you are give,⠙⠗⠑⠁⠍ ⠽⠕⠥ ⠁⠗⠑ ⠛⠊⠧⠑
bring smile love moon laugh moon stand night,⠃⠗⠊⠝⠛ ⠎⠍⠊⠇⠑ ⠇⠕⠧⠑ ⠍⠕⠕⠝ ⠇⠁⠥⠛⠓ ⠍⠕⠕⠝ ⠎⠞⠁⠝⠙ ⠝⠊⠛⠓⠞
send fast green night,⠎⠑⠝⠙ ⠋⠁⠎⠞ ⠛⠗⠑⠑⠝ ⠝⠊⠛⠓⠞
happy green bright laugh,⠓⠁⠏⠏⠽ ⠛⠗⠑⠑⠝ ⠃⠗⠊⠛⠓⠞ ⠇⠁⠥⠛⠓
walk sun stand black hold read,⠺⠁⠇⠅ ⠎⠥⠝ ⠎⠞⠁⠝⠙ ⠃⠇⠁⠉⠅ ⠓⠕⠇⠙ ⠗⠑⠁⠙
slow think dream wish love sun see world,⠎⠇⠕⠺ ⠞⠓⠊⠝⠅ ⠙⠗⠑⠁⠍ ⠺⠊⠎⠓ ⠇⠕⠧⠑ ⠎⠥⠝ ⠎⠑⠑ ⠺⠕⠗⠇⠙
walk you white close slow write,⠺⠁⠇⠅ ⠽⠕⠥ ⠺⠓⠊⠞⠑ ⠉⠇⠕⠎⠑ ⠎⠇⠕⠺ ⠺⠗⠊⠞⠑
love jump moon red read jump open happy,⠇⠕⠧⠑ ⠚⠥⠍⠏ ⠍⠕⠕⠝ ⠗⠑⠙ ⠗⠑⠁⠙ ⠚⠥⠍⠏ ⠕⠏⠑⠝ ⠓⠁⠏⠏⠽
moon smile bright are blue how,⠍⠕⠕⠝ ⠎⠍⠊⠇⠑ ⠃⠗⠊⠛⠓⠞ ⠁⠗⠑ ⠃⠇⠥⠑ ⠓⠕⠺
sad white blue love fast hello,⠎⠁⠙ ⠺⠓⠊⠞⠑ ⠃⠇⠥⠑ ⠇⠕⠧⠑ ⠋⠁⠎⠞ ⠓⠑⠇⠇⠕
dream white are smile,⠙⠗⠑⠁⠍ ⠺⠓⠊⠞⠑ ⠁⠗⠑ ⠎⠍⠊⠇⠑
sad give moon close,⠎⠁⠙ ⠛⠊⠧⠑ ⠍⠕⠕⠝ ⠉⠇⠕⠎⠑
night today see touch bring stand,⠝⠊⠛⠓⠞ ⠞⠕⠙⠁⠽ ⠎⠑⠑ ⠞⠕⠥⠉⠓ ⠃⠗⠊⠝⠛ ⠎⠞⠁⠝⠙
send come think sun hello,⠎⠑⠝⠙ ⠉⠕⠍⠑ ⠞⠓⠊⠝⠅ ⠎⠥⠝ ⠓⠑⠇⠇⠕
open jump laugh jump dark read today,⠕⠏⠑⠝ ⠚⠥⠍⠏ ⠇⠁⠥⠛⠓ ⠚⠥⠍⠏ ⠙⠁⠗⠅ ⠗⠑⠁⠙ ⠞⠕⠙⠁⠽
today love laugh night red,⠞⠕⠙⠁⠽ ⠇⠕⠧⠑ ⠇⠁⠥⠛⠓ ⠝⠊⠛⠓⠞ ⠗⠑⠙
today dark dream night see see dark,⠞⠕⠙⠁⠽ ⠙⠁⠗⠅ ⠙⠗⠑⠁⠍ ⠝⠊⠛⠓⠞ ⠎⠑⠑ ⠎⠑⠑ ⠙⠁⠗⠅
bright today white dark hello bright morning,⠃⠗⠊⠛⠓⠞ ⠞⠕⠙⠁⠽ ⠺⠓⠊⠞⠑ ⠙⠁⠗⠅ ⠓⠑⠇⠇⠕ ⠃⠗⠊⠛⠓⠞ ⠍⠕⠗⠝⠊⠝⠛
think night green see black red,⠞⠓⠊⠝⠅ ⠝⠊⠛⠓⠞ ⠛⠗⠑⠑⠝ ⠎⠑⠑ ⠃⠇⠁⠉⠅ ⠗⠑⠙
touch walk go laugh black take bright,⠞⠕⠥⠉⠓ ⠺⠁⠇⠅ ⠛⠕ ⠇⠁⠥⠛⠓ ⠃⠇⠁⠉⠅ ⠞⠁⠅⠑ ⠃⠗⠊⠛⠓⠞
stay write blue smile stand black dark how,⠎⠞⠁⠽ ⠺⠗⠊⠞⠑ ⠃⠇⠥⠑ ⠎⠍⠊⠇⠑ ⠎⠞⠁⠝⠙ ⠃⠇⠁⠉⠅ ⠙⠁⠗⠅ ⠓⠕⠺
white green white bright how yellow,⠺⠓⠊⠞⠑ ⠛⠗⠑⠑⠝ ⠺⠓⠊⠞⠑ ⠃⠗⠊⠛⠓⠞ ⠓⠕⠺ ⠽⠑⠇⠇⠕⠺
send happy moon good world world yellow you,⠎⠑⠝⠙ ⠓⠁⠏⠏⠽ ⠍⠕⠕⠝ ⠛⠕⠕⠙ ⠺⠕⠗⠇⠙ ⠺⠕⠗⠇⠙ ⠽⠑⠇⠇⠕⠺ ⠽⠕⠥
are sun take sad,⠁⠗⠑ ⠎⠥⠝ ⠞⠁⠅⠑ ⠎⠁⠙
morning today red dream,⠍⠕⠗⠝⠊⠝⠛ ⠞⠕⠙⠁⠽ ⠗⠑⠙ ⠙⠗⠑⠁⠍
sad dark run sad jump wish,⠎⠁⠙ ⠙⠁⠗⠅ ⠗⠥⠝ ⠎⠁⠙ ⠚⠥⠍⠏ ⠺⠊⠎⠓
world think fast hold are,⠺⠕⠗⠇⠙ ⠞⠓⠊⠝⠅ ⠋⠁⠎⠞ ⠓⠕⠇⠙ ⠁⠗⠑
come read black dark white red,⠉⠕⠍⠑ ⠗⠑⠁⠙ ⠃⠇⠁⠉⠅ ⠙⠁⠗⠅ ⠺⠓⠊⠞⠑ ⠗⠑⠙
touch you fast see,⠞⠕⠥⠉⠓ ⠽⠕⠥ ⠋⠁⠎⠞ ⠎⠑⠑
write read moon are fast bright read,⠺⠗⠊⠞⠑ ⠗⠑⠁⠙ ⠍⠕⠕⠝ ⠁⠗⠑ ⠋⠁⠎⠞ ⠃⠗⠊⠛⠓⠞ ⠗⠑⠁⠙
bright walk fast fast hello wish bright,⠃⠗⠊⠛⠓⠞ ⠺⠁⠇⠅ ⠋⠁⠎⠞ ⠋⠁⠎⠞ ⠓⠑⠇⠇⠕ ⠺⠊⠎⠓ ⠃⠗⠊⠛⠓⠞
morning you bright send send run world see,⠍⠕⠗⠝⠊⠝⠛ ⠽⠕⠥ ⠃⠗⠊⠛⠓⠞ ⠎⠑⠝⠙ ⠎⠑⠝⠙ ⠗⠥⠝ ⠺⠕⠗⠇⠙ ⠎⠑⠑
yellow stand think close,⠽⠑⠇⠇⠕⠺ ⠎⠞⠁⠝⠙ ⠞⠓⠊⠝⠅ ⠉⠇⠕⠎⠑
give dark red run,⠛⠊⠧⠑ ⠙⠁⠗⠅ ⠗⠑⠙ ⠗⠥⠝
moon you stand fast night happy write,⠍⠕⠕⠝ ⠽⠕⠥ ⠎⠞⠁⠝⠙ ⠋⠁⠎⠞ ⠝⠊⠛⠓⠞ ⠓⠁⠏⠏⠽ ⠺⠗⠊⠞⠑
bring white moon bring,⠃⠗⠊⠝⠛ ⠺⠓⠊⠞⠑ ⠍⠕⠕⠝ ⠃⠗⠊⠝⠛
hold red red take read,⠓⠕⠇⠙ ⠗⠑⠙ ⠗⠑⠙ ⠞⠁⠅⠑ ⠗⠑⠁⠙
black morning today stand green run good,⠃⠇⠁⠉⠅ ⠍⠕⠗⠝⠊⠝⠛ ⠞⠕⠙⠁⠽ ⠎⠞⠁⠝⠙ ⠛⠗⠑⠑⠝ ⠗⠥⠝ ⠛⠕⠕⠙
come wish red happy take give run blue,⠉⠕⠍⠑ ⠺⠊⠎⠓ ⠗⠑⠙ ⠓⠁⠏⠏⠽ ⠞⠁⠅⠑ ⠛⠊⠧⠑ ⠗⠥⠝ ⠃⠇⠥⠑
take red see read walk,⠞⠁⠅⠑ ⠗⠑⠙ ⠎⠑⠑ ⠗⠑⠁⠙ ⠺⠁⠇⠅
stay hate morning send are open,⠎⠞⠁⠽ ⠓⠁⠞⠑ ⠍⠕⠗⠝⠊⠝⠛ ⠎⠑⠝⠙ ⠁⠗⠑ ⠕⠏⠑⠝
moon run fast black come,⠍⠕⠕⠝ ⠗⠥⠝ ⠋⠁⠎⠞ ⠃⠇⠁⠉⠅ ⠉⠕⠍⠑
read dream good bright open are dream,⠗⠑⠁⠙ ⠙⠗⠑⠁⠍ ⠛⠕⠕⠙ ⠃⠗⠊⠛⠓⠞ ⠕⠏⠑⠝ ⠁⠗⠑ ⠙⠗⠑⠁⠍
you walk you happy stand,⠽⠕⠥ ⠺⠁⠇⠅ ⠽⠕⠥ ⠓⠁⠏⠏⠽ ⠎⠞⠁⠝⠙
dream hate love laugh bring send good,⠙⠗⠑⠁⠍ ⠓⠁⠞⠑ ⠇⠕⠧⠑ ⠇⠁⠥⠛⠓ ⠃⠗⠊⠝⠛ ⠎⠑⠝⠙ ⠛⠕⠕⠙
touch black dream are moon,⠞⠕⠥⠉⠓ ⠃⠇⠁⠉⠅ ⠙⠗⠑⠁⠍ ⠁⠗⠑ ⠍⠕⠕⠝
stand dark jump give black,⠎⠞⠁⠝⠙ ⠙⠁⠗⠅ ⠚⠥⠍⠏ ⠛⠊⠧⠑ ⠃⠇⠁⠉⠅
give sun hold read white,⠛⠊⠧⠑ ⠎⠥⠝ ⠓⠕⠇⠙ ⠗⠑⠁⠙ ⠺⠓⠊⠞⠑
see white wish sad you walk,⠎⠑⠑ ⠺⠓⠊⠞⠑ ⠺⠊⠎⠓ ⠎⠁⠙ ⠽⠕⠥ ⠺⠁⠇⠅
happy bring bring white send,⠓⠁⠏⠏⠽ ⠃⠗⠊⠝⠛ ⠃⠗⠊⠝⠛ ⠺⠓⠊⠞⠑ ⠎⠑⠝⠙
how go send happy are come close slow,⠓⠕⠺ ⠛⠕ ⠎⠑⠝⠙ ⠓⠁⠏⠏⠽ ⠁⠗⠑ ⠉⠕⠍⠑ ⠉⠇⠕⠎⠑ ⠎⠇⠕⠺
how fast world red love are bring send,⠓⠕⠺ ⠋⠁⠎⠞ ⠺⠕⠗⠇⠙ ⠗⠑⠙ ⠇⠕⠧⠑ ⠁⠗⠑ ⠃⠗⠊⠝⠛ ⠎⠑⠝⠙
jump dream stay green hello stay,⠚⠥⠍⠏ ⠙⠗⠑⠁⠍ ⠎⠞⠁⠽ ⠛⠗⠑⠑⠝ ⠓⠑⠇⠇⠕ ⠎⠞⠁⠽
green yellow laugh are,⠛⠗⠑⠑⠝ ⠽⠑⠇⠇⠕⠺ ⠇⠁⠥⠛⠓ ⠁⠗⠑
today hello go are,⠞⠕⠙⠁⠽ ⠓⠑⠇⠇⠕ ⠛⠕ ⠁⠗⠑
red slow go hello see love,⠗⠑⠙ ⠎⠇⠕⠺ ⠛⠕ ⠓⠑⠇⠇⠕ ⠎⠑⠑ ⠇⠕⠧⠑
take good you stay fast smile open,⠞⠁⠅⠑ ⠛⠕⠕⠙ ⠽⠕⠥ ⠎⠞⠁⠽ ⠋⠁⠎⠞ ⠎⠍⠊⠇⠑ ⠕⠏⠑⠝
blue today smile night smile,⠃⠇⠥⠑ ⠞⠕⠙⠁⠽ ⠎⠍⠊⠇⠑ ⠝⠊⠛⠓⠞ ⠎⠍⠊⠇⠑
bright slow give laugh read you,⠃⠗⠊⠛⠓⠞ ⠎⠇⠕⠺ ⠛⠊⠧⠑ ⠇⠁⠥⠛⠓ ⠗⠑⠁⠙ ⠽⠕⠥
go green see give sun,⠛⠕ ⠛⠗⠑⠑⠝ ⠎⠑⠑ ⠛⠊⠧⠑ ⠎⠥⠝
blue write dream are,⠃⠇⠥⠑ ⠺⠗⠊⠞⠑ ⠙⠗⠑⠁⠍ ⠁⠗⠑
good black green run,⠛⠕⠕⠙ ⠃⠇⠁⠉⠅ ⠛⠗⠑⠑⠝ ⠗⠥⠝
bright hold bright touch write,⠃⠗⠊⠛⠓⠞ ⠓⠕⠇⠙ ⠃⠗⠊⠛⠓⠞ ⠞⠕⠥⠉⠓ ⠺⠗⠊⠞⠑
green black take world how bring white,⠛⠗⠑⠑⠝ ⠃⠇⠁⠉⠅ ⠞⠁⠅⠑ ⠺⠕⠗⠇⠙ ⠓⠕⠺ ⠃⠗⠊⠝⠛ ⠺⠓⠊⠞⠑
smile stay see dream close,⠎⠍⠊⠇⠑ ⠎⠞⠁⠽ ⠎⠑⠑ ⠙⠗⠑⠁⠍ ⠉⠇⠕⠎⠑
moon fast world dark good,⠍⠕⠕⠝ ⠋⠁⠎⠞ ⠺⠕⠗⠇⠙ ⠙⠁⠗⠅ ⠛⠕⠕⠙
night think smile close jump,⠝⠊⠛⠓⠞ ⠞⠓⠊⠝⠅ ⠎⠍⠊⠇⠑ ⠉⠇⠕⠎⠑ ⠚⠥⠍⠏
how give hold red stand,⠓⠕⠺ ⠛⠊⠧⠑ ⠓⠕⠇⠙ ⠗⠑⠙ ⠎⠞⠁⠝⠙
hello sad stay red,⠓⠑⠇⠇⠕ ⠎⠁⠙ ⠎⠞⠁⠽ ⠗⠑⠙
fast smile good how love,⠋⠁⠎⠞ ⠎⠍⠊⠇⠑ ⠛⠕⠕⠙ ⠓⠕⠺ ⠇⠕⠧⠑
laugh dream sun stay open wish moon hold,⠇⠁⠥⠛⠓ ⠙⠗⠑⠁⠍ ⠎⠥⠝ ⠎⠞⠁⠽ ⠕⠏⠑⠝ ⠺⠊⠎⠓ ⠍⠕⠕⠝ ⠓⠕⠇⠙
go wish take bring bright red slow morning,⠛⠕ ⠺⠊⠎⠓ ⠞⠁⠅⠑ ⠃⠗⠊⠝⠛ ⠃⠗⠊⠛⠓⠞ ⠗⠑⠙ ⠎⠇⠕⠺ ⠍⠕⠗⠝⠊⠝⠛
bright you fast dark,⠃⠗⠊⠛⠓⠞ ⠽⠕⠥ ⠋⠁⠎⠞ ⠙⠁⠗⠅
hold you read morning give bright write open,⠓⠕⠇⠙ ⠽⠕⠥ ⠗⠑⠁⠙ ⠍⠕⠗⠝⠊⠝⠛ ⠛⠊⠧⠑ ⠃⠗⠊⠛⠓⠞ ⠺⠗⠊⠞⠑ ⠕⠏⠑⠝
dark see slow feel bring,⠙⠁⠗⠅ ⠎⠑⠑ ⠎⠇⠕⠺ ⠋⠑⠑⠇ ⠃⠗⠊⠝⠛
dark how white stand go red,⠙⠁⠗⠅ ⠓⠕⠺ ⠺⠓⠊⠞⠑ ⠎⠞⠁⠝⠙ ⠛⠕ ⠗⠑⠙
jump red run bright happy stand feel walk,⠚⠥⠍⠏ ⠗⠑⠙ ⠗⠥⠝ ⠃⠗⠊⠛⠓⠞ ⠓⠁⠏⠏⠽ ⠎⠞⠁⠝⠙ ⠋⠑⠑⠇ ⠺⠁⠇⠅
world love how feel you feel red,⠺⠕⠗⠇⠙ ⠇⠕⠧⠑ ⠓⠕⠺ ⠋⠑⠑⠇ ⠽⠕⠥ ⠋⠑⠑⠇ ⠗⠑⠙
dark morning green are wish laugh,⠙⠁⠗⠅ ⠍⠕⠗⠝⠊⠝⠛ ⠛⠗⠑⠑⠝ ⠁⠗⠑ ⠺⠊⠎⠓ ⠇⠁⠥⠛⠓
love sun write walk sad close,⠇⠕⠧⠑ ⠎⠥⠝ ⠺⠗⠊⠞⠑ ⠺⠁⠇⠅ ⠎⠁⠙ ⠉⠇⠕⠎⠑
blue blue take love white send,⠃⠇⠥⠑ ⠃⠇⠥⠑ ⠞⠁⠅⠑ ⠇⠕⠧⠑ ⠺⠓⠊⠞⠑ ⠎⠑⠝⠙
take give moon night give see stand,⠞⠁⠅⠑ ⠛⠊⠧⠑ ⠍⠕⠕⠝ ⠝⠊⠛⠓⠞ ⠛⠊⠧⠑ ⠎⠑⠑ ⠎⠞⠁⠝⠙
feel touch run sad close night morning,⠋⠑⠑⠇ ⠞⠕⠥⠉⠓ ⠗⠥⠝ ⠎⠁⠙ ⠉⠇⠕⠎⠑ ⠝⠊⠛⠓⠞ ⠍⠕⠗⠝⠊⠝⠛
read go red come,⠗⠑⠁⠙ ⠛⠕ ⠗⠑⠙ ⠉⠕⠍⠑
wish run take see bright hate white how,⠺⠊⠎⠓ ⠗⠥⠝ ⠞⠁⠅⠑ ⠎⠑⠑ ⠃⠗⠊⠛⠓⠞ ⠓⠁⠞⠑ ⠺⠓⠊⠞⠑ ⠓⠕⠺
close black touch smile stay laugh,⠉⠇⠕⠎⠑ ⠃⠇⠁⠉⠅ ⠞⠕⠥⠉⠓ ⠎⠍⠊⠇⠑ ⠎⠞⠁⠽ ⠇⠁⠥⠛⠓
you moon feel red,⠽⠕⠥ ⠍⠕⠕⠝ ⠋⠑⠑⠇ ⠗⠑⠙
take are world are stay open send moon,⠞⠁⠅⠑ ⠁⠗⠑ ⠺⠕⠗⠇⠙ ⠁⠗⠑ ⠎⠞⠁⠽ ⠕⠏⠑⠝ ⠎⠑⠝⠙ ⠍⠕⠕⠝
touch think sad touch write run,⠞⠕⠥⠉⠓ ⠞⠓⠊⠝⠅ ⠎⠁⠙ ⠞⠕⠥⠉⠓ ⠺⠗⠊⠞⠑ ⠗⠥⠝
give morning morning sun dream walk good sad,⠛⠊⠧⠑ ⠍⠕⠗⠝⠊⠝⠛ ⠍⠕⠗⠝⠊⠝⠛ ⠎⠥⠝ ⠙⠗⠑⠁⠍ ⠺⠁⠇⠅ ⠛⠕⠕⠙ ⠎⠁⠙
write run think moon,⠺⠗⠊⠞⠑ ⠗⠥⠝ ⠞⠓⠊⠝⠅ ⠍⠕⠕⠝
dream red moon see send,⠙⠗⠑⠁⠍ ⠗⠑⠙ ⠍⠕⠕⠝ ⠎⠑⠑ ⠎⠑⠝⠙
wish dark dark open feel think stay,⠺⠊⠎⠓ ⠙⠁⠗⠅ ⠙⠁⠗⠅ ⠕⠏⠑⠝ ⠋⠑⠑⠇ ⠞⠓⠊⠝⠅ ⠎⠞⠁⠽
run slow white night blue hold,⠗⠥⠝ ⠎⠇⠕⠺ ⠺⠓⠊⠞⠑ ⠝⠊⠛⠓⠞ ⠃⠇⠥⠑ ⠓⠕⠇⠙
red you stay read are slow smile,⠗⠑⠙ ⠽⠕⠥ ⠎⠞⠁⠽ ⠗⠑⠁⠙ ⠁⠗⠑ ⠎⠇⠕⠺ ⠎⠍⠊⠇⠑
run wish white white jump send,⠗⠥⠝ ⠺⠊⠎⠓ ⠺⠓⠊⠞⠑ ⠺⠓⠊⠞⠑ ⠚⠥⠍⠏ ⠎⠑⠝⠙
walk read blue take,⠺⠁⠇⠅ ⠗⠑⠁⠙ ⠃⠇⠥⠑ ⠞⠁⠅⠑
white hold laugh dream good come hold write,⠺⠓⠊⠞⠑ ⠓⠕⠇⠙ ⠇⠁⠥⠛⠓ ⠙⠗⠑⠁⠍ ⠛⠕⠕⠙ ⠉⠕⠍⠑ ⠓⠕⠇⠙ ⠺⠗⠊⠞⠑
jump sad close hate,⠚⠥⠍⠏ ⠎⠁⠙ ⠉⠇⠕⠎⠑ ⠓⠁⠞⠑
touch are world give bring world give,⠞⠕⠥⠉⠓ ⠁⠗⠑ ⠺⠕⠗⠇⠙ ⠛⠊⠧⠑ ⠃⠗⠊⠝⠛ ⠺⠕⠗⠇⠙ ⠛⠊⠧⠑
happy run red walk jump wish,⠓⠁⠏⠏⠽ ⠗⠥⠝ ⠗⠑⠙ ⠺⠁⠇⠅ ⠚⠥⠍⠏ ⠺⠊⠎⠓
how close fast write,⠓⠕⠺ ⠉⠇⠕⠎⠑ ⠋⠁⠎⠞ ⠺⠗⠊⠞⠑
good stay good hate,⠛⠕⠕⠙ ⠎⠞⠁⠽ ⠛⠕⠕⠙ ⠓⠁⠞⠑
write smile bring today love send smile open,⠺⠗⠊⠞⠑ ⠎⠍⠊⠇⠑ ⠃⠗⠊⠝⠛ ⠞⠕⠙⠁⠽ ⠇⠕⠧⠑ ⠎⠑⠝⠙ ⠎⠍⠊⠇⠑ ⠕⠏⠑⠝
hold walk take jump white stay morning,⠓⠕⠇⠙ ⠺⠁⠇⠅ ⠞⠁⠅⠑ ⠚⠥⠍⠏ ⠺⠓⠊⠞⠑ ⠎⠞⠁⠽ ⠍⠕⠗⠝⠊⠝⠛
hate jump dream fast see moon love sun,⠓⠁⠞⠑ ⠚⠥⠍⠏ ⠙⠗⠑⠁⠍ ⠋⠁⠎⠞ ⠎⠑⠑ ⠍⠕⠕⠝ ⠇⠕⠧⠑ ⠎⠥⠝
come run love dream think moon,⠉⠕⠍⠑ ⠗⠥⠝ ⠇⠕⠧⠑ ⠙⠗⠑⠁⠍ ⠞⠓⠊⠝⠅ ⠍⠕⠕⠝
touch you red bright,⠞⠕⠥⠉⠓ ⠽⠕⠥ ⠗⠑⠙ ⠃⠗⠊⠛⠓⠞
bring give world hold how wish you,⠃⠗⠊⠝⠛ ⠛⠊⠧⠑ ⠺⠕⠗⠇⠙ ⠓⠕⠇⠙ ⠓⠕⠺ ⠺⠊⠎⠓ ⠽⠕⠥
see wish dark take wish bright hold,⠎⠑⠑ ⠺⠊⠎⠓ ⠙⠁⠗⠅ ⠞⠁⠅⠑ ⠺⠊⠎⠓ ⠃⠗⠊⠛⠓⠞ ⠓⠕⠇⠙
blue stand touch give dream,⠃⠇⠥⠑ ⠎⠞⠁⠝⠙ ⠞⠕⠥⠉⠓ ⠛⠊⠧⠑ ⠙⠗⠑⠁⠍
dream sad yellow good,⠙⠗⠑⠁⠍ ⠎⠁⠙ ⠽⠑⠇⠇⠕⠺ ⠛⠕⠕⠙
touch go bright close happy,⠞⠕⠥⠉⠓ ⠛⠕ ⠃⠗⠊⠛⠓⠞ ⠉⠇⠕⠎⠑ ⠓⠁⠏⠏⠽
good sun give love see wish,⠛⠕⠕⠙ ⠎⠥⠝ ⠛⠊⠧⠑ ⠇⠕⠧⠑ ⠎⠑⠑ ⠺⠊⠎⠓
good open slow touch bright stay bring,⠛⠕⠕⠙ ⠕⠏⠑⠝ ⠎⠇⠕⠺ ⠞⠕⠥⠉⠓ ⠃⠗⠊⠛⠓⠞ ⠎⠞⠁⠽ ⠃⠗⠊⠝⠛
dark love bring sun smile,⠙⠁⠗⠅ ⠇⠕⠧⠑ ⠃⠗⠊⠝⠛ ⠎⠥⠝ ⠎⠍⠊⠇⠑
night morning feel take you hello,⠝⠊⠛⠓⠞ ⠍⠕⠗⠝⠊⠝⠛ ⠋⠑⠑⠇ ⠞⠁⠅⠑ ⠽⠕⠥ ⠓⠑⠇⠇⠕
sad laugh sad you bright,⠎⠁⠙ ⠇⠁⠥⠛⠓ ⠎⠁⠙ ⠽⠕⠥ ⠃⠗⠊⠛⠓⠞
morning walk jump red run hold open,⠍⠕⠗⠝⠊⠝⠛ ⠺⠁⠇⠅ ⠚⠥⠍⠏ ⠗⠑⠙ ⠗⠥⠝ ⠓⠕⠇⠙ ⠕⠏⠑⠝
walk white close how love hello,⠺⠁⠇⠅ ⠺⠓⠊⠞⠑ ⠉⠇⠕⠎⠑ ⠓⠕⠺ ⠇⠕⠧⠑ ⠓⠑⠇⠇⠕
feel green dark go stay bring,⠋⠑⠑⠇ ⠛⠗⠑⠑⠝ ⠙⠁⠗⠅ ⠛⠕ ⠎⠞⠁⠽ ⠃⠗⠊⠝⠛
